field,ra,dec,f560w_uJy,f560w_uJy_err,f770w_uJy,f770w_uJy_err,f1000w_uJy,f1000w_uJy_err,f1280w_uJy,f1280w_uJy_err,f1500w_uJy,f1500w_uJy_err,f1800w_uJy,f1800w_uJy_err,f2100w_uJy,f2100w_uJy_err,ID_EGSF22,F36,F45,ZA,ID_EGSFIR,Mstar,Fch1,dFch1,Fch2,dFch2,Fch3,dFch3,Fch4,dFch4,F24,dF24,Q24,F100,dF100,Q100,F160,dF160,Q160,F250,dF250,F350,dF350,F450,dF450,F500,dF500,F850_sh,dF850_sh,F850_d,dF850_d,F850,dF850,F1100,dF1100
miri1,215.16388,53.032794,,,,,,,,,,,13.289,8.501,,,43193.0,10240.778347861504,12467.619664188123,12.079999999999787,12390,10.6,8.212,0.2195,9.286,0.2274,8.1,2.21,5.656,1.815,15.55,26.599,3,2.8316,3.7531,3,-99.0,100000000.0,1,10.363,8.3375,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0
miri1,215.188264,53.050344,,,98.299,20.545,243.408,16.748,6.021,1.836,,,,,,,43217.0,1614.6540904601072,1516.612942205818,0.22000000000000006,12394,7.9,1.511,0.1282,1.152,0.1367,0.2135,1.207,1.083,0.9988,-1.369,12.024,3,-99.0,100000000.0,1,-99.0,100000000.0,1,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0
miri3,215.002458,52.920052,0.753,0.041,0.463,0.028,,,,,,,,,,,43007.0,1128.9650482679285,1291.2530362886307,1.420000000000001,12398,9.29,0.893,0.09575,0.9833,0.1029,-0.2921,0.9891,0.4761,0.8888,4.543,4.5053,3,-99.0,100000000.0,1,-99.0,100000000.0,1,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0
miri1,215.157091,53.028485,,,0.238,0.078,0.496,0.138,,,,,,,4.696,0.84,43186.0,978.5050080683986,847.925474635659,1.2000000000000008,12402,7.28,0.9785,0.112,0.6948,0.1207,0.84,1.094,-2.37,0.9082,-0.9997,8.9768,2,-99.0,100000000.0,1,-99.0,100000000.0,1,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0
miri3,215.000899,52.918903,0.195,0.046,0.206,0.028,,,,,,,,,,,43017.0,811.2651053133113,832.7321576017301,1.5600000000000012,12410,9.11,0.671,0.1039,0.6295,0.1123,-0.06043,1.138,-0.7995,1.008,-2.912,10.02,3,-99.0,100000000.0,1,-99.0,100000000.0,1,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0
miri1,215.162362,53.030981,,,10.272,0.078,5.592,0.149,3.283,0.227,2.357,0.319,1.944,0.549,6.286,1.05,44172.0,26916.5056666673,23406.967258181077,4.839999999999941,12413,10.8,23.77,0.1797,20.44,0.1879,13.24,1.841,8.095,1.472,58.82,28.289,3,1.9576,3.1682,3,6.941,5.7353,3,11.914,7.5987,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0
miri1,215.17227,53.039134,,,0.738,0.078,0.805,0.137,0.417,0.214,1.09,0.287,3.467,0.492,1.258,0.886,43179.0,1636.0954120932406,1854.8847111435246,1.470000000000001,12414,9.48,1.477,0.1407,1.455,0.1517,0.6708,1.326,0.4813,1.149,-3.609,11.567,3,-99.0,100000000.0,1,-99.0,100000000.0,1,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0
miri3,214.973771,52.89903,5.427,0.739,3.765,0.31,,,,,,,,,,,43275.0,9620.968164743339,8090.133454947458,1.1000000000000008,12424,10.0,7.893,0.151,6.578,0.1611,4.351,1.527,3.637,1.281,20.18,9.491,3,-99.0,100000000.0,1,-99.0,100000000.0,1,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0
miri1,215.179452,53.045235,,,0.255,0.042,0.288,0.075,,,0.233,0.187,0.531,0.345,,,42826.0,517.1445677803268,642.8915165696233,4.1699999999999555,12428,9.26,0.611,0.1086,0.5469,0.1151,0.3465,0.9267,-0.5964,0.8319,6.083,7.1047,2,-99.0,100000000.0,1,-99.0,100000000.0,1,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0
miri1,215.161479,53.03112,,,3.75,0.102,2.11,0.172,4.258,0.248,16.272,0.34,34.685,0.57,25.5,1.023,43366.0,7648.923693306677,5692.869921886315,1.2300000000000009,12441,9.99,6.199,0.1274,5.221,0.1377,2.46,1.303,4.697,1.052,9.152,13.041,3,-99.0,100000000.0,1,-99.0,100000000.0,1,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0
miri1,215.160334,53.031965,,,0.132,0.045,0.243,0.093,,,,,,,6.236,0.763,42773.0,448.3678628590848,757.2818563595714,2.2199999999999966,12455,9.1,0.5811,0.1097,0.5309,0.1179,-0.141,1.078,0.3415,0.8668,-0.691,8.0876,2,-99.0,100000000.0,1,-99.0,100000000.0,1,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0
miri2,215.085519,52.979486,,,0.19,0.027,0.148,0.073,0.493,0.11,0.745,0.164,0.787,0.348,1.257,0.608,42664.0,-1392.2804108792197,-822.6693995660269,2.719999999999986,12469,8.65,0.513,0.09943,0.2758,0.1076,0.3545,1.021,-0.6494,0.8487,22.67,17.918,1,-99.0,100000000.0,1,-99.0,100000000.0,1,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0
miri2,215.071226,52.969582,,,,,,,,,,,,,4.784,0.698,42677.0,17.452865388183596,82.78278612878415,1.420000000000001,12479,8.19,0.07697,0.0928,0.06295,0.1001,-0.28,1.102,0.7206,0.8849,11.5,9.0833,1,-99.0,100000000.0,1,-99.0,100000000.0,1,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0
miri2,215.070467,52.96906,,,,,,,0.201,0.112,,,,,4.688,0.612,42663.0,99.85335496441701,73.68613901207893,1.9200000000000015,12483,7.94,0.1863,0.09759,0.1146,0.1062,-1.422,1.178,1.424,0.9444,19.82,14.952,1,-0.0184,1.3816,3,-99.0,100000000.0,1,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0
miri1,215.180828,53.04652,,,0.079,0.043,,,,,0.471,0.218,1.048,0.402,1.393,0.743,42570.0,433.25628242623236,1217.6763277484959,1.8000000000000014,12491,9.14,0.2965,0.1978,0.2824,0.2105,0.7595,1.799,1.444,1.6,3.111,16.466,3,1.4639,2.835,2,-99.0,100000000.0,1,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0
miri2,215.071213,52.968719,,,1.241,0.059,0.831,0.129,1.111,0.177,0.988,0.238,1.454,0.472,7.44,0.777,42915.0,1779.321061352367,2007.7165162645574,3.00999999999998,12493,9.71,1.494,0.1116,1.621,0.1198,1.313,1.366,1.052,1.063,-1.42,5.6298,3,-99.0,100000000.0,1,-99.0,100000000.0,1,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0
miri3,214.999847,52.918893,0.135,0.04,0.143,0.025,,,,,,,,,,,42734.0,369.33882846391134,346.2635433872657,2.339999999999994,12500,8.86,0.2928,0.1053,0.2631,0.1142,1.152,1.152,0.8073,1.034,-1.915,7.6077,2,-99.0,100000000.0,1,-99.0,100000000.0,1,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0
miri2,215.090632,52.98273,,,0.047,0.029,,,,,0.258,0.161,,,,,42118.0,1874.3024671123974,1399.146151703893,1.0600000000000007,12501,7.89,0.1834,0.1057,0.04087,0.1146,-1.501,1.041,1.106,0.8849,1.543,10.287,2,-99.0,100000000.0,1,-99.0,100000000.0,1,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0
miri3,214.979965,52.902435,16.422,1.07,8.804,0.526,,,,,,,,,,,43499.0,-1305.1307482594457,2300.524823794407,1.420000000000001,12502,11.0,19.35,0.1617,26.18,0.1734,29.83,1.72,23.11,1.371,371.2,37.116,3,3.5931,3.3946,3,6.995,2.6685,3,13.915,1.818,15.054,2.0255,9.4779,1.9129,13.138,3.7148,4.1989,1.0705,1.2072,0.48822,3.0421,0.68318,0.0239,0.51214
miri2,215.074137,52.971716,,,,,,,,,,,1.151,0.715,,,42643.0,97.34547654727434,80.80305447370694,0.21000000000000005,12505,8.05,0.1712,0.09243,0.08175,0.1001,-0.1571,1.056,-0.7633,0.8526,11.11,7.5448,1,-99.0,100000000.0,1,-99.0,100000000.0,1,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0
miri2,215.065428,52.965653,,,,,,,,,,,,,2.066,0.594,42604.0,65.88495520202866,133.4421022497085,0.6600000000000004,12507,7.49,0.1385,0.1027,0.0902,0.1099,-0.282,1.223,2.082,1.007,14.1,12.655,1,-99.0,100000000.0,1,-99.0,100000000.0,1,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0
miri1,215.153632,53.026677,,,2.099,0.128,1.478,0.227,1.362,0.335,4.737,0.422,8.271,0.809,8.921,1.08,42707.0,3436.5456855717684,3140.1833396346915,1.2300000000000009,12509,9.53,2.993,0.1245,2.603,0.1353,0.1793,1.315,1.135,1.049,3.513,6.6774,3,-99.0,100000000.0,1,-99.0,100000000.0,1,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0
miri3,214.977647,52.903497,0.263,0.034,0.329,0.024,,,,,,,,,,,42638.0,917.2504764295344,766.3872335200343,4.709999999999944,12521,9.53,0.7465,0.1086,0.5191,0.1146,-0.1249,1.043,0.2626,0.8448,-2.385,6.7099,2,-99.0,100000000.0,1,-99.0,100000000.0,1,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0
miri1,215.169142,53.038574,,,0.078,0.05,,,,,,,,,1.375,0.711,42592.0,415.0406158892975,663.5397325241194,1.8000000000000014,12526,8.88,0.4338,0.1134,0.4656,0.1212,0.6023,1.052,-0.9496,0.9172,-1.219,8.6557,2,-99.0,100000000.0,1,-99.0,100000000.0,1,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0
miri3,214.981965,52.905134,7.394,0.071,4.879,0.043,,,,,,,,,,,43040.0,7807.970955418798,8970.12988566269,1.420000000000001,12531,10.3,6.553,0.1156,7.481,0.1212,5.459,1.092,4.54,0.8875,28.08,4.6352,3,-0.343,1.257,3,-99.0,100000000.0,1,-99.0,100000000.0,-99.0,100000000.0,1.4344,2.1183,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,0.85449,0.44169
miri1,215.161943,53.033746,,,,,,,,,,,,,454.709,337.912,42542.0,389.88281855628253,563.2989139908223,3.4899999999999696,12533,9.25,0.7376,0.1134,0.5267,0.1236,1.239,1.148,-0.2445,0.9224,7.213,16.145,2,-99.0,100000000.0,1,-99.0,100000000.0,1,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0
miri1,215.153741,53.027907,,,0.048,0.035,,,,,,,,,1.798,0.677,42566.0,136.18759658512744,117.35753546626697,2.2199999999999966,12537,8.97,0.5185,0.1414,0.319,0.1536,-0.5379,1.473,1.637,1.23,20.48,29.63,2,6.1462,3.4015,3,11.15,2.5782,3,7.9939,5.8127,6.1355,8.8232,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0
miri3,214.99215,52.914136,0.02,0.014,,,,,,,,,,,,,42512.0,-19.41313196961937,103.04789935922449,0.7700000000000005,12547,8.08,0.08728,0.1086,0.0902,0.1146,-1.597,1.094,-0.07633,0.9302,12.28,6.9485,1,-99.0,100000000.0,1,-99.0,100000000.0,1,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0
miri2,215.085783,52.980274,,,,,,,,,,,,,0.66,0.581,42501.0,143.78612642247631,138.43542830170742,0.7200000000000004,12552,7.61,0.2416,0.1035,0.1344,0.1118,1.068,1.08,-0.4437,0.894,25.17,19.098,1,0.3424,1.55,3,-99.0,100000000.0,1,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0
miri1,215.156755,53.030217,,,,,0.126,0.065,0.237,0.13,,,,,2.426,0.869,42518.0,-55.759854628965144,211.733351875109,1.2000000000000008,12559,7.78,0.2062,0.1064,0.09819,0.1146,0.1189,1.031,-0.4593,0.8448,14.37,13.056,1,-99.0,100000000.0,1,-99.0,100000000.0,1,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0
miri1,215.153322,53.027102,,,0.126,0.056,0.166,0.12,,,,,,,3.313,0.779,42706.0,228.15834859455444,258.8764569937193,1.2000000000000008,12565,7.5,0.3484,0.1193,0.295,0.1292,0.4855,1.263,-0.1035,1.016,5.682,14.891,2,-99.0,100000000.0,1,-99.0,100000000.0,1,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0
miri3,214.978995,52.904586,0.087,0.03,0.076,0.02,,,,,,,,,,,42380.0,270.76137983731036,266.52405886650587,0.25000000000000006,12566,8.43,0.2338,0.1429,0.1903,0.1517,0.08461,1.489,0.3157,1.182,-0.5169,7.3271,2,-99.0,100000000.0,1,-99.0,100000000.0,1,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0
miri2,215.090793,52.981932,,,3.514,0.089,6.715,0.18,22.556,0.243,19.296,0.302,12.882,0.59,22.866,0.925,42120.0,9082.444931146321,6473.013766215145,0.6900000000000004,12580,9.33,8.258,0.112,5.66,0.1217,5.234,1.136,3.36,0.9276,34.39,8.7574,3,-0.2936,1.4172,3,-99.0,100000000.0,1,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0
miri2,215.067675,52.967704,,,0.035,0.023,0.079,0.065,0.136,0.124,,,,,3.983,0.614,42423.0,208.08815343201212,215.07133631902536,0.8500000000000005,12581,8.16,0.1893,0.09833,0.1311,0.1062,-1.597,1.15,0.4826,0.9548,19.2,7.7772,1,-99.0,100000000.0,1,-99.0,100000000.0,1,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0
miri1,215.153214,53.027944,,,0.059,0.032,0.078,0.073,,,,,,,1.136,0.666,42399.0,290.6996302045338,185.89294030722584,0.7700000000000005,12590,7.88,0.3241,0.137,0.06201,0.1489,-0.2397,1.392,-0.6585,1.185,29.97,19.345,2,1.4606,3.0912,3,-99.0,100000000.0,1,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0
miri2,215.062616,52.964012,,,,,,,,,0.514,0.316,1.265,0.592,2.466,0.707,42462.0,208.5564012335586,414.74234078659606,0.48000000000000026,12605,8.83,1.382,0.09575,0.8926,0.1034,0.1209,1.108,-0.2109,0.9172,-0.9922,12.701,3,-99.0,100000000.0,1,-99.0,100000000.0,1,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0
miri1,215.168023,53.037902,,,1.125,0.078,0.886,0.132,0.526,0.193,1.058,0.277,1.278,0.463,1.874,0.843,42505.0,1590.8069191413263,2002.0285042903888,3.799999999999963,12618,9.63,1.303,0.1134,1.412,0.1217,0.6748,1.056,4.03,0.9043,-0.1631,15.743,2,-99.0,100000000.0,1,-99.0,100000000.0,1,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0
miri1,215.180408,53.046503,,,2.903,0.056,3.479,0.102,3.712,0.164,4.221,0.244,14.961,0.417,25.052,0.767,42569.0,3178.5515561393004,3908.1614628129614,1.7900000000000014,12627,9.57,2.603,0.2077,3.361,0.2222,3.38,1.936,1.334,1.688,50.61,16.736,3,-0.2851,1.211,3,-99.0,100000000.0,1,1.8286,1.9088,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0
miri1,215.16314,53.034989,,,,,,,,,81.606,78.81,36.243,29.75,,,42343.0,1615.4102375611521,940.8079272530855,1.2000000000000008,12630,8.52,-0.1134,0.1105,0.7555,0.1184,-0.2538,1.058,0.006469,0.872,7.39,13.937,2,-99.0,100000000.0,1,-99.0,100000000.0,1,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0
miri3,214.978731,52.904859,0.101,0.025,0.063,0.017,,,,,,,,,,,42890.0,297.079462641533,342.52952405878,2.3099999999999947,12643,8.9,0.2895,0.1422,0.3044,0.1503,-0.2478,1.452,-0.9315,1.166,19.18,15.96,1,-99.0,100000000.0,1,-99.0,100000000.0,1,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0
miri3,215.004658,52.921533,0.772,0.096,0.49,0.054,,,,,,,,,,,42881.0,2936.8785484367254,2030.8523185057775,0.6700000000000004,12647,9.03,2.517,0.1024,1.787,0.1095,0.7212,1.029,0.6753,0.9095,1.361,5.3723,3,-99.0,100000000.0,1,-99.0,100000000.0,1,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0
miri1,215.182414,53.048816,,,0.042,0.024,,,,,,,,,,,42264.0,48.988974710385435,229.34518342371592,0.4100000000000002,12652,8.48,0.0928,0.1116,0.0996,0.1184,0.8843,1.031,0.2743,0.8888,18.96,16.097,1,-99.0,100000000.0,1,-99.0,100000000.0,1,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0
miri1,215.154805,53.028737,,,0.46,0.056,0.404,0.104,0.174,0.162,,,,,,,42447.0,246.1561566806645,-403.72500885622895,1.2100000000000009,12655,9.09,0.6853,0.1344,0.5248,0.1447,-0.7574,1.392,-0.5873,1.15,27.64,26.229,3,2.1854,2.7054,2,-99.0,100000000.0,1,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0
miri1,215.170814,53.040074,,,0.244,0.068,0.596,0.128,0.366,0.183,,,1.697,0.448,0.989,0.804,42386.0,529.7894471986026,587.6097049348418,0.45000000000000023,12667,8.14,0.8835,0.1123,0.5638,0.1207,-0.282,1.039,-1.816,0.8888,6.091,12.746,2,-99.0,100000000.0,1,-99.0,100000000.0,1,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0
miri2,215.074817,52.973278,,,0.028,0.017,,,,,,,0.414,0.334,,,42219.0,-457.3738929569966,-24.969928044466783,0.17,12680,6.65,0.1127,0.1473,0.08738,0.1564,1.235,1.648,1.444,1.408,19.76,19.404,1,-99.0,100000000.0,1,-99.0,100000000.0,1,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0
miri2,215.068874,52.969103,,,,,0.075,0.066,,,,,1.06,0.363,4.836,0.628,42175.0,275.1690410877497,299.61891123605375,1.8200000000000014,12682,8.68,0.2,0.1576,0.1762,0.1682,1.231,1.837,1.043,1.537,-1.955,5.1891,2,-99.0,100000000.0,1,-99.0,100000000.0,1,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0
miri3,214.997123,52.917918,0.803,0.039,0.608,0.026,,,,,,,,,,,42349.0,1204.165394573026,1163.9144960959547,1.1800000000000008,12686,9.63,0.9067,0.1061,1.016,0.1128,2.748,1.092,-0.09444,0.9703,10.27,6.3616,3,-99.0,100000000.0,1,-99.0,100000000.0,1,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0
miri3,214.991699,52.913717,2.269,0.048,1.835,0.03,,,,,,,,,,,42443.0,4784.01559219155,3443.0258007315115,0.8700000000000006,12697,9.2,3.922,0.1149,2.801,0.1217,2.317,1.189,2.175,0.9897,31.81,6.5472,3,3.2794,1.1508,3,-99.0,100000000.0,1,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0
miri2,215.067311,52.968121,,,,,,,,,0.289,0.15,,,4.144,0.606,42131.0,125.27899338156013,68.55736779314917,1.0300000000000007,12698,7.15,0.1145,0.09833,0.02114,0.1057,0.01007,1.138,-0.7077,0.9535,18.66,8.9398,1,-99.0,100000000.0,1,-99.0,100000000.0,1,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0
miri1,215.153744,53.028826,,,,,,,,,,,,,2.094,0.69,42178.0,-340.62829596465076,387.2968208671994,1.2000000000000008,12705,8.86,0.2346,0.1182,0.7423,0.1301,0.1793,1.253,-0.5123,1.035,32.89,26.165,1,2.5342,3.0455,2,-99.0,100000000.0,1,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0
miri3,214.979814,52.905742,0.405,0.039,0.268,0.024,,,,,,,,,,,42328.0,564.0702989864261,656.6514690219619,2.07,12707,8.97,0.485,0.1108,0.4994,0.117,0.6164,1.06,0.02717,0.8551,0.1314,5.8126,2,-99.0,100000000.0,1,-99.0,100000000.0,1,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0
miri2,215.085613,52.981062,,,,,,,0.174,0.103,,,,,0.654,0.587,42114.0,154.2318702247112,141.78336248927485,1.1000000000000008,12717,7.76,0.2674,0.1013,0.08973,0.109,0.09871,1.019,0.6999,0.8629,18.41,15.084,1,1.9093,1.1614,2,-99.0,100000000.0,1,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0
miri2,215.068505,52.969018,,,,,,,,,,,0.692,0.345,4.404,0.602,42130.0,78.1042846691363,122.1795354537857,2.7899999999999845,12720,8.62,0.09649,0.1499,0.1048,0.1597,-1.543,1.726,-0.5705,1.448,24.81,19.037,1,-0.1007,1.2625,3,-99.0,100000000.0,1,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0
miri2,215.084649,52.980088,,,,,,,,,,,,,1.265,0.631,42176.0,135.81740095925898,77.43062603896495,0.49000000000000027,12723,7.71,0.3388,0.1127,0.1348,0.1217,0.02014,1.185,0.6106,0.9793,32.46,26.134,1,0.173,1.9157,3,-99.0,100000000.0,1,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0
miri1,215.158537,53.032449,,,0.109,0.028,,,0.178,0.11,0.222,0.177,0.553,0.338,4.25,0.661,43826.0,161.90019028746806,467.401630568363,3.509999999999969,12733,9.13,0.2489,0.1061,0.2767,0.1137,-0.3284,0.9951,0.4489,0.8332,23.81,13.527,1,-99.0,100000000.0,1,-99.0,100000000.0,1,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0
miri1,215.170098,53.040616,,,0.038,0.032,0.188,0.065,0.12,0.111,0.191,0.177,,,,,42050.0,111.4742796139551,243.8761198744331,0.37000000000000016,12743,8.59,0.4128,0.1134,0.3773,0.1226,-0.2558,1.078,-0.5304,0.9185,47.6,21.568,1,-99.0,100000000.0,1,-99.0,100000000.0,1,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0
