field,ra,dec,f560w_uJy,f560w_uJy_err,f770w_uJy,f770w_uJy_err,f1000w_uJy,f1000w_uJy_err,f1280w_uJy,f1280w_uJy_err,f1500w_uJy,f1500w_uJy_err,f1800w_uJy,f1800w_uJy_err,f2100w_uJy,f2100w_uJy_err,ID_EGSF22,F36,F45,ZA,ID_EGSFIR,Mstar,Fch1,dFch1,Fch2,dFch2,Fch3,dFch3,Fch4,dFch4,F24,dF24,Q24,F100,dF100,Q100,F160,dF160,Q160,F250,dF250,F350,dF350,F450,dF450,F500,dF500,F850_sh,dF850_sh,F850_d,dF850_d,F850,dF850,F1100,dF1100
miri2,215.063512,53.003794,,,0.568,0.05,0.464,0.104,1.532,0.14,2.518,0.197,1.797,0.412,,,25534.0,1772.505578846589,1217.5480086364219,0.9200000000000006,20182,8.69,1.575,0.1094,0.9988,0.117,0.4553,0.9508,-0.01035,0.7969,5.335,6.9193,2,-99.0,100000000.0,1,-99.0,100000000.0,1,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0
miri1,215.150583,53.065352,,,0.226,0.045,,,0.318,0.138,0.294,0.202,,,,,25465.0,526.7184099491665,382.05070783523627,0.6700000000000004,20195,8.69,0.6117,0.1079,0.2213,0.1142,0.6104,0.8723,-1.229,0.8668,-3.789,5.6505,2,-99.0,100000000.0,1,-99.0,100000000.0,1,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0
miri3,214.954921,52.927387,0.202,0.035,0.094,0.023,,,,,,,,,,,25378.0,660.3155143346447,405.34286557786123,0.9100000000000006,20215,8.26,0.58,0.1197,0.3805,0.1325,-0.2236,1.221,0.3648,0.9703,13.71,15.851,2,1.9434,2.3975,2,-99.0,100000000.0,1,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0
miri2,215.045936,52.991849,,,0.772,0.049,0.504,0.101,0.523,0.143,0.48,0.206,,,,,25346.0,1144.8099189599877,1309.6355510876974,1.300000000000001,20220,9.55,1.027,0.09428,1.097,0.1015,0.5943,0.9045,0.2458,0.7956,-0.4449,7.3472,3,-99.0,100000000.0,1,-99.0,100000000.0,1,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0
miri1,215.152378,53.066414,,,0.521,0.07,0.138,0.129,,,0.489,0.272,1.765,0.46,1.328,0.868,25291.0,1718.6226460320281,1247.7487136575137,1.2500000000000009,20225,9.31,1.484,0.1503,1.013,0.1583,-1.017,1.354,2.383,1.265,-0.4636,13.257,3,-99.0,100000000.0,1,-99.0,100000000.0,1,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0
miri1,215.144861,53.058213,,,35.892,0.145,35.833,0.249,94.305,0.355,257.5,0.469,540.391,0.78,187.593,1.407,25977.0,25954.03533464424,30592.807593205038,1.380000000000001,20237,10.4,21.76,0.137,24.17,0.1461,18.82,1.189,22.63,1.088,130.3,13.032,3,8.142,1.5817,3,12.618,2.4082,3,23.265,4.8669,26.95,9.9706,-99.0,100000000.0,10.757,8.0848,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0
miri3,214.96104,52.931951,0.187,0.033,0.103,0.017,,,,,,,,,,,25400.0,388.52804943083754,439.63801960005134,0.4100000000000002,20239,8.87,0.3576,0.09833,0.2598,0.1066,-0.7232,0.9307,0.1785,0.7698,12.74,8.4181,2,-99.0,100000000.0,1,-99.0,100000000.0,1,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0
miri2,215.059937,53.001214,,,0.966,0.091,1.607,0.189,0.854,0.245,1.679,0.322,2.065,0.622,,,25501.0,1398.708396399682,1082.852105020938,0.2800000000000001,20264,8.07,1.342,0.1094,0.8659,0.1165,-0.9528,0.9287,1.017,0.7918,2.335,6.993,2,-99.0,100000000.0,1,-99.0,100000000.0,1,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0
miri2,215.062019,53.002006,,,11.442,0.107,15.613,0.213,12.609,0.285,17.112,0.368,71.42,0.694,115.426,1.097,25795.0,13706.434827996185,15693.47659565651,1.460000000000001,20266,10.6,11.64,0.1252,13.22,0.1339,13.93,1.132,8.404,0.9742,145.1,14.943,3,1.0025,2.2286,3,-0.3141,2.6888,2,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,1.9748,0.99086,-99.0,100000000.0,1.9748,0.99086,-99.0,100000000.0
miri1,215.141911,53.05947,,,0.238,0.05,,,,,,,,,,,25025.0,604.5862566293756,1095.492005390334,1.5500000000000012,20267,9.5,0.5207,0.2478,0.342,0.2626,-0.9408,2.047,-1.373,2.062,33.22,28.797,3,3.9838,5.9833,3,-99.0,100000000.0,1,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0
miri2,215.04456,52.990036,,,5.619,2.577,,,2.154,0.433,2.49,0.556,4.174,0.938,,,25642.0,10382.130404418607,9390.094279647734,1.2200000000000009,20268,10.1,8.692,0.1097,7.67,0.1193,4.831,1.176,2.443,0.9586,11.01,8.6386,3,-99.0,100000000.0,1,-99.0,100000000.0,1,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0
miri1,215.143234,53.05804,,,14.954,0.108,10.487,0.202,6.099,0.274,8.634,0.401,11.895,0.632,18.449,1.15,26480.0,29918.717356353594,32709.925375448955,1.430000000000001,20274,11.1,22.28,0.1469,23.48,0.1546,17.76,1.305,10.18,1.163,40.15,16.052,3,6.2613,2.4278,2,-99.0,100000000.0,1,11.214,7.7829,16.999,9.6014,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0
miri2,215.062992,53.004395,,,,,1.926,1.795,,,2.051,0.821,,,,,25169.0,45.714113913007616,22.47919225870277,1.420000000000001,20280,8.02,0.1484,0.1127,0.04322,0.1212,-0.554,1.025,-0.7918,0.8357,27.61,21.323,1,2.4469,1.3238,3,-99.0,100000000.0,1,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0
miri1,215.144471,53.060313,,,0.928,0.078,1.534,0.151,3.993,0.217,2.993,0.312,3.81,0.51,3.332,0.946,25539.0,2740.440968386592,2121.5189941223157,0.6500000000000004,20289,8.88,2.543,0.1326,1.71,0.1424,1.531,1.189,1.708,1.075,3.09,13.716,3,-99.0,100000000.0,1,-99.0,100000000.0,1,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0
miri1,215.14455,53.061857,,,,,0.096,0.059,0.145,0.109,,,,,,,25120.0,-20.90078572762985,199.19487038726132,0.4000000000000002,20295,7.41,0.1053,0.1079,-0.0004698,0.1151,0.3062,0.9387,0.06598,0.8474,16.8,7.7827,1,-99.0,100000000.0,1,-99.0,100000000.0,1,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0
miri3,214.975276,52.942486,0.054,0.042,0.034,0.019,,,,,,,,,,,25131.0,207.01685592837052,82.59056643804762,0.7800000000000005,20302,8.29,0.1329,0.09096,0.02114,0.09866,0.01209,0.9327,-0.5861,0.7529,2.177,5.5861,2,-99.0,100000000.0,1,-99.0,100000000.0,1,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0
miri3,214.972092,52.939817,0.286,0.047,0.218,0.028,,,,,,,,,,,25255.0,684.6523700983043,552.6527384088424,0.4300000000000002,20314,8.22,0.6216,0.1005,0.3951,0.109,0.8098,1.088,0.3571,0.8383,9.129,8.1166,2,-99.0,100000000.0,1,-99.0,100000000.0,1,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0
miri3,214.970287,52.938927,0.337,0.034,0.239,0.019,,,,,,,,,,,25147.0,525.2022060241304,535.8878129999247,2.399999999999993,20319,8.99,0.4482,0.1057,0.4473,0.1165,0.5923,1.166,-0.2109,0.9121,5.194,12.076,2,-99.0,100000000.0,1,-99.0,100000000.0,1,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0
miri3,214.969632,52.937076,11.071,0.044,6.363,0.025,,,,,,,,,,,25600.0,14514.654894046831,16074.9051562968,1.7100000000000013,20323,10.8,11.33,0.1094,13.4,0.1198,10.73,1.219,6.377,0.9354,1.35,15.461,3,2.3972,3.1971,2,-99.0,100000000.0,1,-99.0,100000000.0,-99.0,100000000.0,1.7814,2.433,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,1.905,4.2529
miri1,215.155102,53.069109,,,0.417,0.086,0.279,0.145,0.242,0.228,0.35,0.316,,,,,25159.0,693.4477764036632,841.9534897931559,1.7900000000000014,20327,9.34,0.9903,0.1079,0.6704,0.1151,-0.84,0.8964,0.511,0.8914,-3.858,5.7099,3,-99.0,100000000.0,1,-99.0,100000000.0,1,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0
miri3,214.972038,52.939314,0.432,0.05,0.252,0.032,,,,,,,,,,,25362.0,1590.3557972629405,1139.398194074004,0.6800000000000004,20330,8.53,1.284,0.102,0.8865,0.1109,0.143,1.106,0.8448,0.8694,3.699,5.9537,3,-99.0,100000000.0,1,-99.0,100000000.0,1,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0
miri2,215.046892,52.99286,,,0.071,0.044,,,,,,,,,,,25197.0,428.2693472675105,280.7403294529403,0.5600000000000003,20333,7.38,0.3996,0.1031,0.1724,0.1109,0.1833,1.058,-0.007762,0.881,13.19,13.565,1,-99.0,100000000.0,1,-99.0,100000000.0,1,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0
miri3,214.969115,52.938316,0.032,0.023,0.019,0.014,,,,,,,,,,,25036.0,273.13954400619946,235.9877692925481,1.380000000000001,20338,8.79,0.3764,0.1926,0.2189,0.2109,1.239,2.067,-1.505,1.71,16.6,18.526,2,2.5976,4.1619,3,-99.0,100000000.0,1,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0
miri2,215.065733,53.006147,,,,,,,10.726,6.685,,,59.374,25.38,,,25206.0,667.2786306521787,643.4592618076804,1.480000000000001,20343,9.04,0.5668,0.1841,0.5544,0.1922,1.005,1.599,0.5304,1.336,8.362,16.99,2,2.2544,3.1255,2,-99.0,100000000.0,1,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0
miri1,215.152475,53.066762,,,3.151,0.058,2.16,0.112,1.858,0.173,3.027,0.241,6.071,0.425,5.284,0.808,26088.0,7253.420664723725,7111.259128434622,1.1500000000000008,20374,10.1,6.108,0.1414,5.816,0.1494,4.315,1.257,1.718,1.192,0.3954,13.412,3,-99.0,100000000.0,1,-99.0,100000000.0,1,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0
miri1,215.137664,53.05739,,,0.116,0.046,,,,,0.351,0.214,,,1.333,0.679,24924.0,40.67222124915694,386.2341113874648,0.4300000000000002,20377,8.51,0.3495,0.1079,0.2387,0.1146,0.8038,0.9327,0.2911,0.8448,11.41,9.5093,1,-99.0,100000000.0,1,-99.0,100000000.0,1,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0
miri3,214.96931,52.938175,0.315,0.039,0.165,0.023,,,,,,,,,,,25037.0,587.3886886308684,622.4252865225117,1.430000000000001,20392,8.86,0.3716,0.1919,0.5318,0.2105,-0.5177,2.151,1.303,1.705,17.7,23.186,2,2.9292,4.6827,3,-99.0,100000000.0,1,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0
miri1,215.140481,53.058934,,,0.161,0.067,,,0.369,0.186,0.656,0.254,0.934,0.424,,,25064.0,535.8077806370555,373.6650538611932,0.17,20397,8.46,0.7056,0.1131,0.2838,0.1207,1.964,1.005,-0.7762,0.9017,2.369,9.4334,2,-99.0,100000000.0,1,-99.0,100000000.0,1,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0
miri1,215.141953,53.060508,,,,,,,,,,,0.825,0.331,0.689,0.668,24884.0,29.484776688621412,258.65265041738695,1.8000000000000014,20418,8.65,0.267,0.1068,0.1771,0.1137,0.1914,0.9005,-0.4774,0.828,-0.9307,5.7325,2,-99.0,100000000.0,1,-99.0,100000000.0,1,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0
miri3,214.969586,52.939092,,,0.015,0.012,,,,,,,,,,,24830.0,117.742451031945,89.80633606980405,3.47999999999997,20435,8.76,0.1149,0.1344,0.1245,0.1447,-3.316,1.487,-0.4386,1.146,23.25,21.549,1,1.3102,1.6876,2,-99.0,100000000.0,1,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0
miri1,215.143351,53.06161,,,0.116,0.042,,,,,,,,,,,24812.0,174.5287457770334,304.3292251422367,0.4200000000000002,20436,8.72,0.2828,0.109,0.07235,0.1165,-0.1632,0.9549,0.5071,0.8603,10.49,7.3333,1,-99.0,100000000.0,1,-99.0,100000000.0,1,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0
miri1,215.153386,53.067889,,,0.621,0.075,,,0.276,0.198,0.946,0.298,1.552,0.464,,,25271.0,1436.6143967693408,1443.2514355098908,0.46000000000000024,20442,8.97,1.349,0.13,1.083,0.1405,0.06245,1.15,1.59,1.082,-4.239,6.6368,3,-99.0,100000000.0,1,-99.0,100000000.0,1,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0
miri3,214.95319,52.926659,0.877,0.105,0.398,0.068,,,,,,,,,,,25128.0,1793.7155250807637,1448.591381892558,0.6800000000000004,20456,8.64,1.441,0.1064,1.074,0.1179,-0.2458,0.9871,0.6753,0.8008,3.131,12.319,3,-99.0,100000000.0,1,-99.0,100000000.0,1,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0
miri2,215.0612,53.00351,,,,,24.378,14.665,,,6.433,5.738,59.288,21.601,,,24911.0,1414.9586752864507,1434.5387014658004,1.370000000000001,20460,9.36,1.36,0.1072,1.226,0.1137,-0.8662,0.9226,0.9897,0.8099,4.173,8.6994,3,-99.0,100000000.0,1,-99.0,100000000.0,1,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0
miri1,215.134792,53.055912,,,0.269,0.041,0.216,0.082,,,0.753,0.21,1.512,0.358,,,24662.0,271.56456057123154,573.6314094933647,0.4200000000000002,20508,9.31,0.4622,0.1112,0.5013,0.1189,1.354,0.9931,0.4748,0.8694,-1.13,7.6916,2,-99.0,100000000.0,1,-99.0,100000000.0,1,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0
miri1,215.135781,53.055618,,,2.142,0.046,2.673,0.092,3.08,0.146,4.704,0.212,15.26,0.386,24.041,0.756,25092.0,2914.0906781212643,3490.878938270265,1.8800000000000014,20510,9.78,2.978,0.1123,3.116,0.1203,2.361,0.981,2.386,0.881,28.44,5.0447,3,2.1351,1.1477,3,-99.0,100000000.0,1,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0
miri3,214.969895,52.93935,0.475,0.042,0.383,0.021,,,,,,,,,,,24776.0,780.9336083639229,985.9744502156583,1.6100000000000012,20518,8.77,0.6931,0.1285,0.7926,0.1377,1.992,1.434,1.159,1.092,13.46,9.0782,2,-99.0,100000000.0,1,-99.0,100000000.0,1,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0
miri3,214.958595,52.930525,0.679,0.033,0.412,0.017,,,,,,,,,,,25004.0,2281.079399016993,1528.1961480538578,0.01,20520,6.99,1.875,0.102,1.181,0.1113,0.5258,0.9488,-0.4955,0.8073,12.94,9.5335,1,-99.0,100000000.0,1,-99.0,100000000.0,1,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0
miri1,215.138839,53.058718,,,0.202,0.041,0.146,0.09,0.191,0.141,0.429,0.21,1.207,0.373,,,24864.0,440.2387468598837,429.23164035876005,3.5399999999999685,20541,8.73,0.3561,0.1491,0.2927,0.1602,1.235,1.392,0.8668,1.201,36.84,27.207,1,0.0611,1.1882,2,0.473,3.6678,3,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0
miri1,215.145223,53.063395,,,,,,,,,,,1.689,0.6,,,24592.0,127.28768037794262,248.1346101570863,2.399999999999993,20545,8.29,0.232,0.1097,0.07423,0.1179,-0.8481,0.9891,0.1747,0.8888,16.05,11.861,1,0.5995,1.1385,2,-99.0,100000000.0,1,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0
miri3,214.964433,52.935619,0.433,0.035,0.239,0.023,,,,,,,,,,,24718.0,648.8202605446725,625.5916274458111,1.9100000000000015,20550,9.12,0.5682,0.1024,0.5102,0.1118,-0.3485,1.066,0.2225,0.8564,8.543,7.948,2,-99.0,100000000.0,1,-99.0,100000000.0,1,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0
miri1,215.139241,53.059192,,,0.125,0.047,,,,,,,0.968,0.384,,,24577.0,226.76635356003388,608.6149420855356,1.5200000000000011,20558,8.84,0.5682,0.1182,0.443,0.1254,-1.037,1.076,1.391,0.9392,-0.1511,9.9036,2,-99.0,100000000.0,1,-99.0,100000000.0,1,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0
miri2,215.055252,52.999871,,,13.703,4.634,,,,,,,,,,,24676.0,1025.300515425604,1017.8185086986203,2.0400000000000005,20582,9.24,1.02,0.1013,0.8781,0.1081,0.8682,0.9186,-0.8487,0.7633,-0.1505,7.8947,2,-99.0,100000000.0,1,-99.0,100000000.0,1,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0
miri3,214.958044,52.931635,0.07,0.023,0.064,0.015,,,,,,,,,,,24490.0,111.37498267605713,211.4879415732673,3.2999999999999736,20586,8.74,0.1197,0.09906,0.116,0.1076,-0.9246,0.9367,-0.608,0.7956,11.99,8.8087,1,-99.0,100000000.0,1,-99.0,100000000.0,1,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0
miri1,215.14385,53.062802,,,0.172,0.101,,,,,,,,,,,24412.0,314.04679139988644,464.95932355165456,1.7800000000000014,20622,8.83,0.432,0.1079,0.2499,0.1146,-0.8763,0.9428,0.9871,0.8422,1.815,6.7645,2,-99.0,100000000.0,1,-99.0,100000000.0,1,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0
miri2,215.046818,52.994392,,,0.098,0.056,,,,,,,,,1.278,0.84,24482.0,394.5804008005643,353.46521963737706,1.460000000000001,20625,8.64,0.4231,0.1002,0.2838,0.1081,-1.68,0.9669,-0.3157,0.8409,1.766,10.104,2,-99.0,100000000.0,1,-99.0,100000000.0,1,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0
miri2,215.046105,52.993287,,,,,0.142,0.081,,,,,,,,,24647.0,96.92406187999138,95.63209059083948,0.3300000000000001,20636,7.17,0.5152,0.09943,0.3867,0.1071,-0.07051,0.9951,0.7943,0.8551,18.15,14.802,1,-99.0,100000000.0,1,-99.0,100000000.0,1,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0
miri3,214.961284,52.932707,3.385,0.068,3.056,0.042,,,,,,,,,,,25720.0,6483.2653939439315,5052.450085380148,0.8300000000000005,20638,9.79,5.417,0.102,4.16,0.1109,3.199,0.975,1.756,0.8099,21.4,8.1134,3,-99.0,100000000.0,1,-99.0,100000000.0,1,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0
miri1,215.133449,53.05569,,,0.059,0.026,0.081,0.065,,,,,0.406,0.339,,,24350.0,74.1030508146869,132.48364369442527,0.4200000000000002,20640,8.41,0.1536,0.1484,0.05168,0.1579,-0.9891,1.346,1.316,1.157,23.08,19.451,1,1.9737,2.4439,2,-0.9397,2.5805,3,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0
miri3,214.953627,52.92856,0.033,0.026,,,,,,,,,,,,,24522.0,121.98901164714755,83.8960045506802,0.3300000000000001,20642,6.92,0.1016,0.1455,0.03618,0.1579,-0.141,1.489,-0.5498,1.188,32.19,29.387,1,2.2872,2.2207,2,-99.0,100000000.0,1,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0
miri2,215.043291,52.991708,,,1.064,0.061,0.888,0.138,0.601,0.184,,,,,,,24537.0,1499.642338636792,1670.4573989863025,2.4699999999999913,20643,9.71,1.402,0.105,1.496,0.1132,1.648,1.104,-0.01423,0.9108,-0.9181,10.85,3,-99.0,100000000.0,1,-99.0,100000000.0,1,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0
miri1,215.136433,53.057495,,,0.231,0.052,0.169,0.103,,,0.349,0.222,0.405,0.391,1.296,0.928,24439.0,664.7776109584092,803.6420812287879,1.2000000000000008,20647,8.73,0.7759,0.1108,0.56,0.1179,0.04835,0.981,-0.5033,0.8526,7.778,5.759,2,-99.0,100000000.0,1,-99.0,100000000.0,1,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0
miri3,214.957671,52.93081,2.038,0.069,1.275,0.044,,,,,,,,,,,24669.0,3802.912790432359,2630.8930710885406,0.6900000000000004,20666,9.09,3.247,0.1057,2.161,0.1156,1.313,0.9891,1.199,0.85,5.504,7.5933,3,-99.0,100000000.0,1,-99.0,100000000.0,1,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0
miri3,214.952491,52.92732,0.158,0.045,0.091,0.028,,,,,,,,,,,24568.0,447.2730736013317,423.7625394531327,1.1300000000000008,20683,8.05,0.4021,0.105,0.2762,0.116,-0.83,0.975,-0.1216,0.8138,18.53,15.729,1,0.6396,1.373,2,-99.0,100000000.0,1,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0
miri1,215.132992,53.055628,,,0.09,0.041,,,,,,,1.126,0.366,,,24177.0,214.75055524705783,398.5286863130654,1.5500000000000012,20705,8.17,0.2453,0.1484,0.2236,0.1579,0.2236,1.35,-1.51,1.153,29.86,23.96,1,1.2086,1.1268,3,-99.0,100000000.0,1,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0
miri3,214.953775,52.928887,0.144,0.034,0.071,0.02,,,,,,,,,,,24318.0,288.1115606964537,355.29720887728297,0.23000000000000007,20710,8.72,0.2666,0.1352,0.2509,0.1461,-1.142,1.35,0.6546,1.094,7.993,7.8692,2,-99.0,100000000.0,1,-99.0,100000000.0,1,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0
