field,ra,dec,f560w_uJy,f560w_uJy_err,f770w_uJy,f770w_uJy_err,f1000w_uJy,f1000w_uJy_err,f1280w_uJy,f1280w_uJy_err,f1500w_uJy,f1500w_uJy_err,f1800w_uJy,f1800w_uJy_err,f2100w_uJy,f2100w_uJy_err,ID,z_best,zbest,RA,DEC,IRAC_CH1_FLUX,IRAC_CH1_FLUXERR,IRAC_CH2_FLUX,IRAC_CH2_FLUXERR,IRAC_CH3_FLUX,IRAC_CH3_FLUXERR,IRAC_CH4_FLUX,IRAC_CH4_FLUXERR,IRAC_CH3_V08_FLUX,IRAC_CH3_V08_FLUXERR,Source,z,l_IRAC_58,f_IRAC_58,l_IRAC_80,f_IRAC_80,l_MIPS24,f_MIPS24,l_MIPS70,f_MIPS70,l_PACS_100,f_PACS_100,l_PACS_160,f_PACS_160,l_SPIRE_250,f_SPIRE_250,l_SPIRE_350,f_SPIRE_350,l_SPIRE_500,f_SPIRE_500
miri3,214.984396,52.921771,0.013,0.011,0.011,0.008,,,,,,,,,,,14978,0.87,0.87,214.9844211531,52.9217837355,0.0213593394,0.116371572,0.000469807565,0.124499008,-0.356560111,1.20464945,0.150730804,1.04464817,-0.50965941,1.4786166,14978,0.87,0.0,0.0,0.0,0.0,23.844,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
miri2,215.070434,52.982246,,,0.098,0.038,,,,,0.426,0.179,,,1.252,0.654,14988,2.13,2.13,215.0704570384,52.9822398809,0.467695922,0.105323642,0.358463198,0.114163242,-1.48466003,1.08982503,-0.312975764,0.886590242,-1.71229446,1.3033582,14988,2.13,0.0,0.0,0.0,0.0,23.844,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
miri2,215.075329,52.985848,,,,,,,0.206,0.095,0.199,0.142,0.794,0.325,1.7,0.584,15022,0.422,0.422,215.0753073936,52.9858295714,0.304186463,0.100904472,0.0493297949,0.108055741,-0.481456906,0.918595612,-0.695036471,0.72329849,-0.594266891,1.06363702,15022,0.42,0.0,0.0,0.0,0.0,23.844,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
miri3,214.97567,52.915429,0.455,0.034,0.349,0.021,,,,,,,,,,,15037,2.495,2.495,214.9756994552,52.9154350783,0.626417875,0.107901499,0.574574649,0.116042472,0.306198537,1.07370937,0.847860754,0.836346567,0.257851392,1.27314115,15037,2.5,0.0,0.0,0.0,0.0,23.844,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
miri3,214.97416,52.914284,1.715,0.043,1.125,0.028,,,,,,,,,,,15060,2.142,2.142,214.9741860823,52.914291412,1.50583351,0.107901499,1.59076846,0.114633046,1.69416428,0.999174178,-0.052337084,0.778775811,2.10511494,1.16436017,15060,2.14,0.0,0.0,0.0,0.0,23.844,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
miri3,214.982119,52.920122,0.244,0.026,0.142,0.017,,,,,,,,,,,15080,0.048,0.048,214.9821436447,52.9201334069,0.550187111,0.103114061,0.30161646,0.108525552,0.366632462,1.01327538,1.63605714,0.830066144,0.261880338,1.20062053,15080,0.05,5.73854,0.36665,7.92698,1.6362,23.844,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
miri2,215.068048,52.981071,,,0.09,0.039,,,0.182,0.139,0.364,0.186,0.891,0.384,,,15082,0.744,0.744,215.0680874951,52.9810712924,0.542453587,0.0972218215,0.466049135,0.104767084,0.43310976,0.989101827,1.09907877,0.838440061,0.354545653,1.16234577,15082,0.74,0.0,0.0,0.0,0.0,23.844,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
miri1,215.158894,53.045446,,,,,0.085,0.083,0.24,0.138,,,0.783,0.37,,,15115,0.77,0.77,215.1588913031,53.0454400348,0.239003658,0.132206947,0.122149974,0.140002653,1.40206695,1.20867836,0.0858328193,1.01219916,1.78078616,1.47257316,15115,0.77,0.0,0.0,0.0,0.0,23.844,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
miri2,215.070545,52.983605,,,0.025,0.023,,,,,,,,,,,15148,1.679,1.679,215.0705650707,52.9836016842,0.246368945,0.0994314104,0.113223627,0.106646322,1.58336866,0.952841461,0.30041486,0.80703783,1.91374075,1.13212883,15148,1.68,0.0,0.0,0.0,0.0,23.844,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
miri3,214.992482,52.928513,0.162,0.022,0.102,0.016,,,,,,,,,,,15160,1.6,1.6,214.9925030946,52.9285221216,0.542453587,0.0939074382,0.420007974,0.099599205,0.54189086,0.977015078,-0.852047741,0.789243221,0.421022981,1.15025902,15160,1.6,0.0,0.0,0.0,0.0,23.844,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
miri1,215.161891,53.047921,,,0.108,0.036,0.171,0.066,,,,,0.728,0.33,,,15164,2.632,2.632,215.16187951,53.0479165007,0.300135553,0.108269759,0.202017263,0.114163242,0.545919776,0.94276911,1.0687232,0.777729034,0.632541656,1.10191178,15164,2.63,0.0,0.0,0.0,0.0,23.844,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
miri2,215.071144,52.984105,,,0.098,0.028,0.097,0.068,0.168,0.112,,,,,1.274,0.615,15186,1.315,1.315,215.0711554489,52.984110217,0.242318049,0.13110216,0.117921703,0.140942276,0.427066356,1.29530036,-1.76061952,1.13466799,0.54189086,1.60552776,15186,1.32,0.0,0.0,0.0,0.0,23.844,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
miri3,214.995389,52.927737,0.565,0.086,0.4,0.05,,,,,,,,,,,15192,0.349182,0.05,214.9954076492,52.9277446342,1.61962724,0.105691902,0.503633678,0.112284012,-0.21151872,1.08982503,-0.00104674161,0.868795574,-1.15630233,1.27112687,15192,0.05,0.0,0.0,0.0,0.0,23.844,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
miri3,214.987801,52.924697,0.629,0.052,0.519,0.032,,,,,,,,,,,15193,1.388,1.388,214.987810141,52.9247021139,1.20054221,0.101640999,1.02746916,0.108055741,0.159142643,1.07169485,0.0753654018,0.863561928,-0.0443182066,1.26306903,15193,1.39,0.0,0.0,0.0,0.0,23.844,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
miri2,215.063927,52.978119,,,,,,,2.986,0.402,1.394,0.458,2.274,0.779,,,15205,0.58,0.58,215.0639667167,52.9781216207,1.87446618,0.0990631506,1.35398543,0.106646322,1.04349244,1.02536225,-0.233423382,0.861468375,1.1482445,1.21673632,15205,0.58,0.0,0.0,0.0,0.0,23.844,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
miri2,215.081882,52.991897,,,0.031,0.023,,,0.166,0.099,,,,,,,15206,1.3,1.3,215.0818851906,52.9918887124,0.206964642,0.104955375,0.100069009,0.110874593,-1.13414323,0.898450911,-1.04988194,0.73376596,-1.36177754,1.04550683,15206,1.3,0.0,0.0,0.0,0.0,23.844,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
miri1,215.155532,53.043759,,,0.035,0.024,0.09,0.054,0.161,0.103,,,,,,,15224,0.818,0.818,215.1555260498,53.0437545085,0.131838679,0.125578195,0.133895159,0.132015929,1.55718064,1.18450487,0.472080499,0.972423017,2.00036263,1.45041406,15224,0.82,0.0,0.0,0.0,0.0,23.844,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
miri1,215.158253,53.045615,,,0.109,0.041,0.168,0.076,0.199,0.127,,,,,,,15225,0.66,0.66,215.1582483735,53.0456157229,0.324809283,0.128892571,0.283293962,0.137183815,-1.61358571,1.1925627,-0.1381699,1.00905895,-2.14137506,1.46250081,15225,0.66,0.0,0.0,0.0,0.0,23.844,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
miri3,214.991559,52.928015,0.203,0.038,0.133,0.02,,,,,,,,,,,15233,1.164,1.164,214.9915837454,52.9280236579,0.641516745,0.0946439728,0.42329663,0.100538827,0.447210997,1.00521755,-0.381013989,0.799710631,0.352531195,1.17644703,15233,1.16,0.0,0.0,0.0,0.0,23.844,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
miri1,215.168504,53.05265,,,0.101,0.035,0.197,0.078,,,0.28,0.198,0.497,0.354,,,15249,0.461,0.461,215.1685074621,53.0526561378,0.499734908,0.109374553,0.341080308,0.114633046,-1.02737665,0.94276911,-0.42288363,0.813318253,-1.35573423,1.10795522,15249,0.46,0.0,0.0,0.0,0.0,23.844,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
miri2,215.082442,52.989146,,,5.515,0.107,15.857,0.213,46.139,0.281,32.426,0.358,30.141,0.695,42.045,1.108,15252,0.709209,0.68,215.0824511045,52.9891524599,11.5045824,0.118581168,7.86786747,0.127317861,7.44747353,1.05759358,3.70860577,0.833206356,8.43254662,1.22479415,15252,0.68,0.0,0.0,7.92698,3.7088,23.844,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
miri2,215.066365,52.980456,,,0.511,0.061,0.184,0.126,0.655,0.172,1.316,0.225,3.028,0.468,,,15257,1.246,1.246,215.0664089088,52.9804615278,1.2841382,0.0961170346,1.10874593,0.103827477,0.163171589,0.968957126,-0.499295771,0.815411747,0.191374078,1.13212883,15257,1.25,0.0,0.0,0.0,0.0,23.844,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
miri1,215.170379,53.053908,,,0.322,0.049,0.308,0.098,0.447,0.146,,,,,2.006,0.752,15264,1.887,1.887,215.1703844934,53.0539142799,0.635624528,0.170138195,0.521016598,0.175708026,1.87546587,1.56926751,0.106767654,1.38065219,2.3408072,1.96208799,15264,1.89,0.0,0.0,0.0,0.0,23.844,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
miri2,215.085087,52.994592,,,,,0.06,0.06,,,0.206,0.185,,,,,15305,1.29,1.29,215.0851165836,52.9945930661,0.153566301,0.10606017,0.0451015308,0.112753816,0.908523262,0.876291811,-1.28225863,0.718064785,1.00723207,1.02334774,15305,1.29,0.0,0.0,0.0,0.0,23.844,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
miri2,215.064755,52.980261,,,0.13,0.023,,,,,0.228,0.159,,,,,15307,3.604,3.604,215.0647782473,52.980268632,0.409141868,0.109742813,0.397927046,0.118861318,-0.79168433,1.16234577,0.0753654018,1.00591874,-0.916581094,1.4121393,15307,3.6,0.0,0.0,0.0,0.0,23.844,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
miri3,214.994774,52.927129,23.684,0.043,14.135,0.024,,,,,,,,,,,15308,0.498,0.498,214.9947940049,52.9271403623,53.6612892,0.0990631506,38.5040169,0.104767084,26.1054382,1.02133322,10.1795635,0.836346567,30.4244499,1.20062053,15308,0.5,0.0,0.0,7.92698,10.18,23.844,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
miri1,215.164257,53.050304,,,,,0.145,0.061,0.117,0.114,,,0.34,0.329,0.797,0.653,15316,1.851,1.851,215.1642768321,53.0503169722,0.263677359,0.107164972,0.11510285,0.112753816,-1.66193283,0.900465429,-1.14932239,0.742139876,-1.97216034,1.05155027,15316,1.85,0.0,0.0,0.0,0.0,23.844,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
miri1,215.170321,53.054628,,,,,,,,,,,0.396,0.345,,,15329,1.265,1.265,215.1703191069,53.0546306149,0.199231088,0.125946462,0.053088259,0.131546125,-0.223605499,1.16436017,-0.0774588808,1.01010573,-0.235692278,1.43429828,15329,1.26,0.0,0.0,0.0,0.0,23.844,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
miri1,215.155098,53.043408,,,1.05,0.056,1.245,0.105,1.122,0.166,0.848,0.228,1.676,0.404,,,15330,1.712,1.712,215.1550884688,53.0434078909,1.64724696,0.12484166,1.54096889,0.131076306,-0.185330689,1.14018667,0.874029279,0.927413166,-0.495558113,1.37386441,15330,1.71,0.0,0.0,0.0,0.0,23.844,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
miri1,215.152871,53.041431,,,501.258,405.611,,,51.51,29.639,,,33.657,18.787,,,15339,0.244,0.244,215.1529251875,53.0414716091,2.82422042,0.141045302,3.22804785,0.150338426,2.87866926,1.37789345,1.39530671,1.11477983,3.27551842,1.68610644,15339,0.24,0.0,0.0,7.92698,1.3954,23.844,50.0,0.0,0.0,102.252,4952.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
miri3,214.98525,52.924258,0.037,0.013,0.038,0.009,,,,,,,,,,,15343,0.776,0.776,214.9852515624,52.9242676909,0.143991411,0.0953805074,0.0183224957,0.101478443,1.1260854,0.930682361,-0.0586175323,0.794476986,1.23889542,1.0817672,15343,0.78,0.0,0.0,0.0,0.0,23.844,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
miri1,215.1703,53.05417,,,0.269,0.055,0.364,0.103,0.33,0.156,0.255,0.227,0.421,0.397,,,15346,2.27,2.27,215.1703073867,53.05416999,0.490896583,0.18597357,0.575984061,0.191681504,-1.68812084,1.77272832,0.952534914,1.57743979,-2.04065204,2.26224303,15346,2.27,0.0,0.0,0.0,0.0,23.844,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
miri3,214.989181,52.926831,0.116,0.029,0.072,0.017,,,,,,,,,,,15350,2.614,2.614,214.9892190956,52.9268401464,0.273988783,0.127051249,0.240541473,0.137653619,-1.47055864,1.37184989,0.838440061,1.18700504,-1.90769744,1.65991831,15350,2.61,0.0,0.0,0.0,0.0,23.844,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
miri1,215.159432,53.046961,,,0.119,0.043,0.333,0.083,0.497,0.131,0.685,0.202,0.658,0.357,,,15364,0.829,0.829,215.1594340106,53.0469632957,0.507468462,0.108638026,0.31524089,0.114633046,-0.503616035,0.96492821,-1.25294983,0.769355118,-0.644628525,1.13414323,15364,0.83,0.0,0.0,0.0,0.0,23.844,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
miri3,214.9724,52.915292,0.12,0.017,0.09,0.011,,,,,,,,,,,15369,0.73,0.73,214.9724404913,52.9153011515,0.227587447,0.106796697,0.203896493,0.113693431,1.02939117,1.00320303,-0.0858328193,0.789243221,1.12809992,1.17644703,15369,0.73,0.0,0.0,0.0,0.0,23.844,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
miri2,215.073212,52.986744,,,,,,,,,,,,,1.284,0.585,15404,1.007,1.007,215.0732251463,52.9867445233,0.155407608,0.100904472,-0.00375846052,0.108055741,-0.384762615,0.944783628,-0.282620251,0.768308401,-0.414979577,1.11601305,15404,1.01,0.0,0.0,0.0,0.0,23.844,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
miri1,215.156098,53.044864,,,,,0.204,0.119,,,,,,,,,15415,0.457,0.457,215.1561017511,53.0448676485,0.460698873,0.114898518,0.212822825,0.121680163,1.0173043,1.06162262,-0.0701316893,0.871935844,1.2368809,1.27112687,15415,0.46,0.0,0.0,0.0,0.0,23.844,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
miri1,215.152794,53.041984,,,10.361,2.852,2.139,0.646,1.874,0.347,5.477,0.478,11.599,0.769,10.553,1.028,15433,1.652,1.652,215.1527920486,53.0419833156,3.60825539,0.121895552,3.95953846,0.129666895,3.41854525,1.15831685,1.26027691,0.943114221,3.95640731,1.40206695,15433,1.65,0.0,0.0,0.0,0.0,23.844,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
miri1,215.157158,53.045463,,,1.499,0.068,1.757,0.123,1.257,0.188,1.283,0.264,5.685,0.449,6.317,0.85,15434,1.975,1.975,215.1571611574,53.0454636904,2.34768605,0.114161991,2.45427489,0.12074054,2.63894773,1.02133322,1.23934209,0.839486837,3.20098305,1.21069288,15434,1.98,0.0,0.0,0.0,0.0,23.844,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
miri1,215.162902,53.049033,,,1.493,0.095,4.672,0.175,9.019,0.249,4.488,0.333,8.36,0.552,7.909,1.004,15452,0.59181,0.584,215.16290273,53.0490344746,3.87487864,0.119685955,2.71548796,0.126378238,0.775568664,1.04550683,0.585128605,0.872982621,0.862190604,1.23083746,15452,0.58,0.0,0.0,7.92698,0.58516,23.844,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
miri3,214.980953,52.921582,0.44,0.035,0.248,0.024,,,,,,,,,,,15456,1.625,1.625,214.9809759708,52.9215865278,0.597693264,0.107164972,0.565648317,0.113223627,0.235692278,1.06565154,-0.728532195,0.914852202,0.239721224,1.27112687,15456,1.63,0.0,0.0,0.0,0.0,23.844,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
miri3,214.981154,52.922066,0.023,0.013,0.012,0.01,,,,,,,,,,,15471,1.24,1.24,214.9811973327,52.9220704178,0.155775875,0.105691902,0.168660924,0.112284012,-0.463326722,1.05557919,-2.00869727,0.919039249,-0.620454907,1.26709783,15471,1.24,0.0,0.0,0.0,0.0,23.844,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
miri1,215.167722,53.051829,,,16.006,0.099,12.462,0.179,74.282,0.247,158.71,0.34,109.885,0.564,83.392,1.031,15473,1.02151,0.98,215.1677246767,53.0518323672,21.3795948,0.127787769,16.472393,0.134364963,11.7282095,1.15630233,10.1743288,0.973469794,13.7487173,1.38998008,15473,0.98,0.0,0.0,0.0,0.0,23.844,201.8,0.0,0.0,102.252,4305.4,165.607,8127.2,0.0,0.0,0.0,0.0,0.0,0.0
miri2,215.069189,52.98105,,,6.714,0.073,4.534,0.149,3.319,0.213,3.056,0.278,4.078,0.555,3.428,0.919,15499,0.567476,0.544,215.0692264675,52.9810547285,21.4657688,0.106796697,14.723299,0.11510285,11.9961329,1.09586847,5.22010088,0.90857178,13.9924669,1.29127133,15499,0.54,0.0,0.0,7.92698,5.2204,23.844,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
miri1,215.169213,53.054771,,,,,0.139,0.068,,,0.256,0.175,0.435,0.336,,,15503,4.295,4.295,215.169206983,53.0547783739,0.226850927,0.111215875,0.0902030617,0.116512284,0.271952659,0.983058393,-0.605016649,0.860421658,0.241735682,1.17846143,15503,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
miri1,215.152727,53.042676,,,0.687,0.059,0.472,0.1,0.694,0.19,1.202,0.273,2.652,0.481,1.927,0.762,15506,1.606,1.606,215.1527215195,53.0426732265,1.25394058,0.11011108,1.14257205,0.116512284,-0.032231424,0.987087309,-0.267965853,0.799710631,-0.0966942757,1.16234577,15506,1.61,0.0,0.0,0.0,0.0,23.844,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
miri1,215.170072,53.055284,,,0.087,0.041,0.158,0.078,,,,,,,,,15518,1.181,1.181,215.1700793848,53.0552891393,0.139572248,0.11047934,0.0512090251,0.116042472,2.44555926,0.972986162,0.943114221,0.826925933,3.13047695,1.15428793,15518,1.18,0.0,0.0,0.0,0.0,23.844,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
miri2,215.07703,52.990046,,,0.093,0.032,,,,,,,,,0.698,0.631,15519,1.667,1.667,215.0770419337,52.9900519905,0.369001001,0.101272732,0.235843405,0.108055741,-0.227634445,0.904494345,-0.184226528,0.697129965,-0.223605499,1.05155027,15519,1.67,0.0,0.0,0.0,0.0,23.844,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
miri2,215.072903,52.987305,,,0.019,0.017,,,,,,,,,1.387,0.591,15545,0.962,0.962,215.0729073236,52.9873006012,0.167560339,0.100904472,0.0606051795,0.108525552,-1.33156073,0.956870377,-0.193647206,0.774588823,-1.51286244,1.13212883,15545,0.96,0.0,0.0,0.0,0.0,23.844,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
miri2,215.069039,52.984172,,,0.046,0.04,,,,,,,,,,,15546,0.713,0.713,215.069046961,52.984174828,0.388150781,0.0994314104,0.206245542,0.106646322,1.15630233,0.987087309,0.439631492,0.831112921,1.34969091,1.1704036,15546,0.71,0.0,0.0,0.0,0.0,23.844,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
miri3,214.987071,52.92621,0.287,0.049,0.146,0.028,,,,,,,,,,,15547,0.4,0.4,214.9870902496,52.9262181154,0.574860871,0.10606017,0.334033161,0.11510285,-0.427066356,1.10594082,-1.03627419,0.964049101,-0.701033473,1.31947386,15547,0.4,0.0,0.0,0.0,0.0,23.844,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
miri1,215.161808,53.049873,,,0.036,0.023,0.105,0.055,,,0.213,0.167,0.435,0.313,1.189,0.635,15551,3.22,3.22,215.1618143222,53.0498628688,0.119685955,0.106796697,0.101008631,0.111814208,-0.604339182,0.884349704,-0.667821169,0.753654003,-0.872262895,1.03543448,15551,3.22,0.0,0.0,0.0,0.0,23.844,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
miri2,215.08034,52.987166,,,74.495,0.138,250.511,0.279,114.394,0.34,203.505,0.434,198.478,0.824,139.972,1.317,15565,0.323,0.323,215.0803499419,52.987169202,32.8252525,0.127419516,34.5158234,0.138123423,24.8463993,1.21673632,69.6261139,0.934740305,28.3999138,1.4121393,15565,0.32,0.0,0.0,7.92698,69.63,23.844,259.25,0.0,0.0,102.252,6767.2,165.607,5334.4,0.0,0.0,0.0,0.0,0.0,0.0
miri2,215.06865,52.983305,,,5.103,0.085,2.935,0.178,18.494,0.237,37.647,0.299,31.313,0.582,14.104,0.93,15574,1.06657,1.0666,215.0686659323,52.9833115088,8.0756712,0.104218848,6.3748188,0.112753816,3.85366964,1.01931882,3.17058039,0.851000965,4.46002293,1.19860613,15574,1.07,0.0,0.0,0.0,0.0,23.844,42.201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
miri2,215.066068,52.982264,,,1.056,0.053,0.95,0.119,0.971,0.163,0.756,0.219,2.544,0.45,,,15587,2.095,2.095,215.0660952397,52.9822685215,1.322806,0.0957487673,1.45781291,0.10241805,0.598295808,0.952841461,-0.0586175323,0.778775811,0.713120222,1.10996974,15587,2.1,0.0,0.0,0.0,0.0,23.844,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
miri2,215.082833,52.994465,,,0.06,0.038,0.117,0.089,,,,,,,,,15625,1.129,1.129,215.0828479703,52.9944677877,0.381153733,0.107164972,0.172889188,0.114163242,-0.948812544,0.902479827,0.277386546,0.749467015,-1.06766593,1.05759358,15625,1.13,0.0,0.0,0.0,0.0,23.844,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
miri1,215.157588,53.047247,,,0.12,0.039,0.187,0.078,0.157,0.128,0.313,0.185,,,,,15641,1.585,1.585,215.1575905429,53.0472457509,0.300135553,0.146569267,0.294569373,0.156915724,0.813843429,1.43228388,-0.430210829,1.19328547,0.624483824,1.80495965,15641,1.59,0.0,0.0,0.0,0.0,23.844,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
miri2,215.067606,52.98332,,,1.078,0.05,0.57,0.107,1.752,0.158,3.917,0.202,7.901,0.432,1.325,0.713,15649,1.205,1.205,215.067628549,52.9833260642,2.6209383,0.100536205,2.21843147,0.109465167,2.39922667,1.02737665,0.808084607,0.861468375,2.8424089,1.22277963,15649,1.21,0.0,0.0,0.0,0.0,23.844,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
miri1,215.155022,53.045394,,,0.284,0.041,0.3,0.085,0.473,0.139,0.51,0.202,1.276,0.373,,,15661,1.728,1.728,215.1550154331,53.045393734,0.628627479,0.108638026,0.588668942,0.114633046,-0.042303741,0.977015078,-0.319256216,0.813318253,0.0201446414,1.15428793,15661,1.73,0.0,0.0,0.0,0.0,23.844,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
miri1,215.166951,53.053866,,,,,0.347,0.111,,,,,,,,,15666,0.172,0.172,215.166950583,53.0538690323,0.167560339,0.121895552,0.259333789,0.127317861,0.449225456,1.1039263,0.260638684,0.964049101,0.437138706,1.33760405,15666,0.17,5.73854,0.44925,7.92698,0.26065,23.844,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
miri2,215.078052,52.991065,,,,,,,0.227,0.157,0.271,0.212,,,,,15673,0.337,0.337,215.0780527506,52.9910681669,0.39662084,0.104587115,0.26685071,0.112284012,-0.0302169602,0.918595612,0.724345267,0.73376596,-0.0463326722,1.06968045,15673,0.34,0.0,0.0,7.92698,0.72439,23.844,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
miri1,215.158121,53.047079,,,2.404,0.066,1.729,0.115,7.358,0.181,15.151,0.258,17.587,0.432,6.299,0.82,15678,1.11538,1.019,215.1581219481,53.0470835616,4.17464638,0.138467446,3.21442342,0.147989392,3.07004309,1.3033582,3.05648565,1.08128417,3.64617968,1.60955667,15678,1.02,0.0,0.0,0.0,0.0,23.844,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
miri3,214.989713,52.926674,0.078,0.06,0.055,0.039,,,,,,,,,,,15681,0.043,0.043,214.9897358983,52.9266875332,0.670609593,0.143254876,0.303495675,0.154566705,0.922624528,1.50681901,-0.829019427,1.28225863,1.09183955,1.80093086,15681,0.04,5.73854,0.92268,0.0,0.0,23.844,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
