field,ra,dec,f560w_uJy,f560w_uJy_err,f770w_uJy,f770w_uJy_err,f1000w_uJy,f1000w_uJy_err,f1280w_uJy,f1280w_uJy_err,f1500w_uJy,f1500w_uJy_err,f1800w_uJy,f1800w_uJy_err,f2100w_uJy,f2100w_uJy_err,ID,z_best,zbest,RA,DEC,IRAC_CH1_FLUX,IRAC_CH1_FLUXERR,IRAC_CH2_FLUX,IRAC_CH2_FLUXERR,IRAC_CH3_FLUX,IRAC_CH3_FLUXERR,IRAC_CH4_FLUX,IRAC_CH4_FLUXERR,IRAC_CH3_V08_FLUX,IRAC_CH3_V08_FLUXERR,Source,z,l_IRAC_58,f_IRAC_58,l_IRAC_80,f_IRAC_80,l_MIPS24,f_MIPS24,l_MIPS70,f_MIPS70,l_PACS_100,f_PACS_100,l_PACS_160,f_PACS_160,l_SPIRE_250,f_SPIRE_250,l_SPIRE_350,f_SPIRE_350,l_SPIRE_500,f_SPIRE_500
miri1,215.163244,53.031515,,,7.814,0.074,6.755,0.13,10.043,0.205,13.796,0.289,11.411,0.506,17.778,1.086,12266,1.271,1.271,215.1632460272,53.0315162344,14.6455107,0.194075391,13.6629438,0.202487066,6.5631237,1.98626149,4.33246374,1.65699208,7.56028318,2.54225373,12266,1.27,0.0,0.0,0.0,0.0,23.844,50.0,72.4937,920.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
miri1,215.171488,53.037668,,,0.567,0.066,0.465,0.124,1.439,0.185,2.068,0.269,2.252,0.447,1.554,0.82,12270,0.851,0.851,215.1715286213,53.0376563596,1.50693834,0.13588959,1.03169751,0.14517054,0.920610011,1.26105452,-0.129795969,1.08756459,0.854132712,1.51890588,12270,0.85,0.0,0.0,0.0,0.0,23.844,50.0,0.0,0.0,0.0,0.0,165.607,5969.5,0.0,0.0,0.0,0.0,0.0,0.0
miri3,214.988862,52.909982,0.372,0.027,0.276,0.017,,,,,,,,,,,12276,2.756,2.756,214.9888867111,52.9099887732,0.656983793,0.124473393,0.693905771,0.131076306,1.05759358,1.24493873,0.0125609003,1.02790034,1.0152899,1.50883353,12276,2.76,0.0,0.0,0.0,0.0,23.844,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
miri1,215.15525,53.02746,,,,,0.097,0.065,0.21,0.118,0.307,0.186,0.602,0.334,2.991,0.654,12277,2.118,2.118,215.155250679,53.0274638226,0.182659194,0.131470427,0.40215531,0.141412079,-2.89881372,1.37990773,0.0994404554,1.1524626,-4.2646203,1.68812084,12277,2.12,0.0,0.0,0.0,0.0,23.844,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
miri1,215.166238,53.035259,,,0.049,0.033,0.083,0.07,0.204,0.113,,,0.398,0.339,,,12291,2.52,2.52,215.1662332123,53.0352580746,0.449282676,0.108269759,0.440209687,0.116042472,0.467355639,1.02939117,-0.145497084,0.825879216,0.290082812,1.21069288,12291,2.52,0.0,0.0,0.0,0.0,23.844,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
miri2,215.094836,52.983183,,,26.329,0.089,20.076,0.193,57.273,0.229,143.726,0.3,310.16,0.587,96.996,0.92,12292,1.515,1.515,215.0948510499,52.9831812591,30.5162373,0.113057196,32.1945038,0.121680163,25.2472763,1.04953575,14.1017046,0.802850902,27.543766,1.20666397,12292,1.52,0.0,0.0,0.0,0.0,23.844,132.59,0.0,0.0,102.252,3369.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
miri2,215.096723,52.985969,,,0.476,0.046,0.409,0.093,0.386,0.133,0.31,0.178,0.927,0.379,1.058,0.639,12301,2.325,2.325,215.0967364314,52.9859699083,1.63362122,0.107164972,1.37559664,0.115572661,-0.610382617,0.94276911,-1.52091563,0.812271535,-1.36379206,1.09586847,12301,2.33,0.0,0.0,0.0,0.0,23.844,50.0,0.0,0.0,0.0,0.0,0.0,0.0,253.13,44023.0,355.874,25588.0,0.0,0.0
miri3,215.001375,52.918359,0.458,0.053,0.411,0.035,,,,,,,,,,,12304,2.325,2.325,215.0014444411,52.9183871765,0.894146144,0.121527277,0.921762466,0.131546125,0.257851392,1.36580658,-1.27283788,1.20898664,0.286053896,1.66394722,12304,2.33,0.0,0.0,0.0,0.0,23.844,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
miri1,215.162724,53.032248,,,0.172,0.056,,,0.229,0.195,,,,,3.237,1.314,12311,0.775,0.775,215.1627319724,53.0322474462,1.19501817,0.113793723,0.582561374,0.123559393,1.29731488,1.16234577,-0.584081829,0.906478286,0.920610011,1.40005243,12311,0.78,0.0,0.0,0.0,0.0,23.844,50.0,72.4937,920.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
miri3,214.988272,52.909801,0.031,0.021,0.018,0.014,,,,,,,,,,,12312,1.899,1.899,214.9882945649,52.9098100925,0.258889914,0.125209928,0.181815535,0.132015929,-0.493543655,1.26105452,-0.0439631492,1.05302215,-0.763481855,1.53502154,12312,1.9,0.0,0.0,0.0,0.0,23.844,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
miri2,215.062992,52.962406,,,,,,,,,,,,,25.116,20.637,12314,1.47,1.47,215.0630169732,52.9624088192,0.66692698,0.0920661241,0.545446575,0.0991293937,-0.956870377,1.06565154,-1.57953322,0.833206356,-1.33760405,1.24493873,12314,1.47,0.0,0.0,0.0,0.0,23.844,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
miri3,214.976706,52.901341,0.362,0.051,0.214,0.033,,,,,,,,,,,12315,1.768,1.768,214.9767455131,52.9013455967,0.801711798,0.11047934,0.838136673,0.118391506,0.555992067,1.11399865,0.731672406,0.904384851,0.638585091,1.32148838,12315,1.77,0.0,0.0,0.0,0.0,23.844,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
miri1,215.176359,53.042393,,,0.073,0.035,0.083,0.079,,,,,0.657,0.355,0.988,0.668,12328,2.561,2.561,215.1763566186,53.0423927971,0.709277391,0.11047934,0.851761162,0.118391506,0.499587089,0.99715966,-0.307742059,0.838440061,-0.0946798101,1.17644703,12328,2.56,0.0,0.0,0.0,0.0,23.844,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
miri2,215.072091,52.967349,,,9.876,0.094,25.703,0.188,102.326,0.26,90.864,0.317,40.544,0.621,98.263,1.017,12331,0.747969,0.748,215.0721293724,52.9673505926,14.3869886,0.123000331,10.4128151,0.134834766,10.6867313,1.51890588,5.6942749,1.19223881,12.4916916,1.85532141,12331,0.75,0.0,0.0,0.0,0.0,23.844,99.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
miri2,215.070753,52.968318,,,0.039,0.029,,,,,,,,,6.154,0.616,12336,2.385,2.385,215.0707900721,52.9683168358,0.239003658,0.158353731,0.258863986,0.166781694,0.457283348,1.92784214,-2.96123219,1.59209406,0.467355639,2.45563149,12336,2.38,0.0,0.0,0.0,0.0,23.844,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
miri1,215.1849,53.048631,,,0.073,0.031,0.089,0.071,,,0.422,0.178,0.524,0.33,,,12339,1.68,1.68,215.1849076578,53.0486408714,0.316339195,0.108269759,0.17007035,0.114633046,-0.253822476,0.954855978,1.29900646,0.758887708,-0.247779056,1.10996974,12339,1.68,0.0,0.0,0.0,0.0,23.844,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
miri1,215.163499,53.033174,,,,,,,,,67.968,54.978,,,,,12345,1.55,1.55,215.163496568,53.0331731776,0.68202585,0.199967608,1.26425219,0.210473791,-1.07169485,2.0789268,-1.48637319,1.72921717,-1.45847201,2.69938183,12345,1.55,0.0,0.0,0.0,0.0,23.844,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
miri2,215.064204,52.962065,,,,,,,,,220.689,120.311,161.654,44.262,,,12349,1.41615,1.375,215.0642396059,52.9620640532,8.73707485,0.0968535617,9.21386623,0.10429728,6.42614031,1.13212883,5.89734221,0.888683677,7.34070683,1.3235029,12349,1.38,0.0,0.0,0.0,0.0,23.844,46.357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
miri3,214.979409,52.90316,1.146,0.043,0.935,0.026,,,,,,,,,,,12351,1.231222,1.2312,214.9794393203,52.9031661566,2.07553864,0.128524303,1.95533919,0.136244193,0.410950661,1.32148838,-1.2100333,1.05092859,0.171229452,1.60754228,12351,1.23,0.0,0.0,0.0,0.0,23.844,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
miri1,215.176312,53.040929,,,1.132,0.112,1.194,0.197,1.412,0.282,1.296,0.391,1.215,0.649,,,12352,0.42,0.42,215.1762860434,53.0408863213,3.66312695,0.152829751,2.48105383,0.163023219,2.1655488,1.39803791,-2.67233133,1.18386483,1.45242846,1.65790391,12352,0.42,0.0,0.0,0.0,0.0,23.844,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
miri1,215.163433,53.032925,,,,,,,,,,,5.227,1.845,1124.023,878.983,12353,1.661,1.661,215.1634355714,53.0329235705,2.08732319,0.23127009,2.00842738,0.241011292,3.57567358,2.33073473,0.132936195,2.0191648,3.99468207,3.05997062,12353,1.66,0.0,0.0,0.0,0.0,23.844,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
miri2,215.070371,52.968131,,,,,,,,,,,,,6.479,0.719,12356,1.987,1.987,215.070418667,52.9681488683,0.169401661,0.147674054,0.183224961,0.156915724,0.360589057,1.74049699,2.26096201,1.43822312,0.505630493,2.1695776,12356,1.99,0.0,0.0,0.0,0.0,23.844,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
miri2,215.066139,52.964926,,,0.116,0.042,,,,,0.204,0.189,0.505,0.397,0.887,0.661,12359,0.849,0.849,215.0661669321,52.964926999,0.594747186,0.0942757055,0.484371632,0.10241805,-0.384762615,1.16234577,-0.278433293,0.907525003,-0.555992067,1.37990773,12359,0.85,0.0,0.0,0.0,0.0,23.844,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
miri1,215.169974,53.038233,,,0.043,0.025,,,,,,,,,,,12362,2.81,2.81,215.169935555,53.038238047,0.218012571,0.110847607,0.181815535,0.118391506,0.386777103,1.02939117,0.478360921,0.858328223,0.551963151,1.22479415,12362,2.81,0.0,0.0,0.0,0.0,23.844,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
miri1,215.16266,53.031514,,,7.858,0.095,5.527,0.169,11.595,0.241,30.627,0.343,56.071,0.546,34.738,1.144,12363,1.25881,1.208,215.1626598084,53.0315105284,9.51079941,0.176766947,9.11144829,0.190741882,9.92324924,1.90568292,4.71661806,1.52614927,11.0855951,2.37102413,12363,1.21,0.0,0.0,0.0,0.0,23.844,71.01,72.4937,920.69,0.0,0.0,0.0,0.0,0.0,0.0,355.874,22410.0,0.0,0.0
miri3,214.995757,52.914952,0.158,0.049,0.175,0.03,,,,,,,,,,,12373,0.994,0.994,214.9957818173,52.9149654805,0.648145497,0.109006286,0.474975437,0.116512284,1.02133322,1.10594082,0.190506995,0.957768619,1.09788287,1.31947386,12373,0.99,0.0,0.0,0.0,0.0,23.844,50.0,0.0,0.0,102.252,4699.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
miri2,215.064743,52.964351,,,,,,,,,,,,,1.964,0.588,12381,1.56,1.56,215.0647639938,52.9643507178,0.380785465,0.0909613296,0.330744535,0.0981897861,0.408936203,1.06968045,-0.333910584,0.853094459,0.435124248,1.26508331,12381,1.56,0.0,0.0,0.0,0.0,23.844,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
miri1,215.16388,53.032794,,,,,,,,,,,13.289,8.501,,,12390,1.749,1.749,215.1638808708,53.0327944725,8.21229839,0.219485626,9.28574657,0.227386862,8.10015965,2.209867,6.38617086,1.93228507,10.1770725,2.91895819,12390,1.75,0.0,0.0,0.0,0.0,23.844,50.0,0.0,0.0,102.252,3110.4,165.607,9548.6,0.0,0.0,0.0,0.0,0.0,0.0
miri1,215.188264,53.050344,,,98.299,20.545,243.408,16.748,6.021,1.836,,,,,,,12394,0.180965,0.181,215.1882775263,53.0503536382,1.51135743,0.128156036,1.15243793,0.136714011,0.213533178,1.20666397,1.16502345,0.972423017,0.40087834,1.44034183,12394,0.18,5.73854,0.21355,7.92698,1.1651,23.844,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
miri3,215.002458,52.920052,0.753,0.041,0.463,0.028,,,,,,,,,,,12398,1.764,1.764,215.0024815501,52.9200602447,0.893041372,0.0957487673,0.983307242,0.102887861,-0.29209727,0.989101827,0.316116005,0.834253132,-0.410950661,1.15227342,12398,1.76,0.0,0.0,0.0,0.0,23.844,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
miri1,215.157091,53.028485,,,0.238,0.078,0.496,0.138,,,,,,,4.696,0.84,12402,0.075,0.075,215.1570994426,53.0284854384,0.978478789,0.111952402,0.694845378,0.12074054,0.840031505,1.09385395,-2.30701876,0.835299909,1.0596081,1.25904,12402,0.08,5.73854,0.84008,0.0,0.0,23.844,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
miri3,215.000899,52.918903,0.195,0.046,0.206,0.028,,,,,,,,,,,12410,1.633,1.633,215.0009282398,52.9189108045,0.67097789,0.103850588,0.629542172,0.112284012,-0.0604339205,1.13817215,-0.831112921,0.995451331,-0.153099269,1.36983562,12410,1.63,0.0,0.0,0.0,0.0,23.844,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
miri1,215.162362,53.030981,,,10.272,0.078,5.592,0.149,3.283,0.227,2.357,0.319,1.944,0.549,6.286,1.05,12413,1.245,1.245,215.1623652866,53.0309816139,23.7663174,0.17971307,20.4403877,0.187923029,13.2430868,1.84122002,6.66460419,1.52300918,15.55972,2.3226769,12413,1.25,0.0,0.0,0.0,0.0,23.844,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
miri1,215.17227,53.039134,,,0.738,0.078,0.805,0.137,0.417,0.214,1.09,0.287,3.467,0.492,1.258,0.886,12414,1.602,1.602,215.1722712231,53.0391312363,1.47710884,0.14067702,1.45499408,0.151747838,0.670816541,1.32551742,-0.0502436012,1.12943423,0.465341181,1.60149884,12414,1.6,0.0,0.0,0.0,0.0,23.844,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
miri3,214.973771,52.89903,5.427,0.739,3.765,0.31,,,,,,,,,,,12424,0.979,0.979,214.9738061261,52.8990366231,7.89264393,0.150988445,6.57824564,0.161144003,4.35124254,1.52696371,3.326545,1.25923026,5.09256458,1.82913339,12424,0.98,0.0,0.0,0.0,0.0,23.844,30.403,72.4937,1345.6,102.252,3477.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
miri1,215.179452,53.045235,,,0.255,0.042,0.288,0.075,,,0.233,0.187,0.531,0.345,,,12428,4.041,4.041,215.1794592558,53.0452365505,0.610950828,0.108638026,0.546856046,0.11510285,0.34648782,0.926653445,-1.11373317,0.772495329,-0.149070337,1.07975268,12428,4.04,0.0,0.0,0.0,0.0,23.844,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
miri1,215.161479,53.03112,,,3.75,0.102,2.11,0.172,4.258,0.248,16.272,0.34,34.685,0.57,25.5,1.023,12441,1.198,1.198,215.1614816983,53.0311221091,6.19899607,0.127419516,5.22144127,0.137653619,2.45966053,1.3033582,4.32618332,1.02999377,2.2723155,1.55718064,12441,1.2,0.0,0.0,0.0,0.0,23.844,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
miri1,215.160334,53.031965,,,0.132,0.045,0.243,0.093,,,,,,,6.236,0.763,12455,2.806,2.806,215.1603329093,53.0319514166,0.581121385,0.109742813,0.530882537,0.117921703,-0.14101249,1.07773829,0.137123168,0.8175053,-0.290082812,1.26306903,12455,2.81,0.0,0.0,0.0,0.0,23.844,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
miri2,215.085519,52.979486,,,0.19,0.027,0.148,0.073,0.493,0.11,0.745,0.164,0.787,0.348,1.257,0.608,12469,2.555,2.555,215.085530838,52.9794921223,0.512992442,0.0994314104,0.275777042,0.107585937,0.354545653,1.02133322,-0.542212188,0.804944336,0.0664773136,1.20263505,12469,2.56,0.0,0.0,0.0,0.0,23.844,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
miri2,215.071226,52.969582,,,,,,,,,,,,,4.784,0.698,12479,1.852,1.852,215.0713034173,52.969587241,0.0769672766,0.0928026512,0.0629542097,0.100069009,-0.280010492,1.10191178,0.707597315,0.843673825,-0.412965119,1.29731488,12479,1.85,0.0,0.0,0.0,0.0,23.844,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
miri2,215.070467,52.96906,,,,,,,0.201,0.112,,,,,4.688,0.612,12483,1.529,1.529,215.0705077886,52.9690552191,0.186341822,0.0975900888,0.114633046,0.106176518,-1.42221165,1.17846143,1.21317363,0.9295066,-1.77474284,1.41415381,12483,1.53,0.0,0.0,0.0,0.0,23.844,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
miri1,215.180828,53.04652,,,0.079,0.043,,,,,0.471,0.218,1.048,0.402,1.393,0.743,12491,1.542,1.542,215.1808226473,53.046523275,0.29645291,0.197758034,0.282354355,0.210473791,0.759452939,1.79891634,0.872982621,1.63291705,0.640599608,2.258214,12491,1.54,0.0,0.0,0.0,0.0,23.844,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
miri2,215.071213,52.968719,,,1.241,0.059,0.831,0.129,1.111,0.177,0.988,0.238,1.454,0.472,7.44,0.777,12493,2.907,2.907,215.0712471738,52.9687243862,1.49368083,0.111584142,1.62083614,0.119800933,1.31343055,1.36580658,0.909618556,1.0687232,1.63373029,1.66797626,12493,2.91,0.0,0.0,0.0,0.0,23.844,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
miri3,214.999847,52.918893,0.135,0.04,0.143,0.025,,,,,,,,,,,12500,2.361,2.361,214.9998766264,52.9188918508,0.292770267,0.105323642,0.26309225,0.114163242,1.15227342,1.15227342,0.607110143,1.03104055,1.38796568,1.3919946,12500,2.36,0.0,0.0,0.0,0.0,23.844,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
miri2,215.090632,52.98273,,,0.047,0.029,,,,,0.258,0.161,,,,,12501,0.205,0.205,215.0906526053,52.9827387373,0.183395714,0.105691902,0.0408732593,0.114633046,-1.50077569,1.04147792,-0.386247665,0.838440061,-3.08615875,1.22076523,12501,0.21,0.0,0.0,0.0,0.0,23.844,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
miri3,214.979965,52.902435,16.422,1.07,8.804,0.526,,,,,,,,,,,12502,1.919,1.919,214.9799900237,52.9024443163,19.3497219,0.161668122,26.1790867,0.173358992,29.8321991,1.72035229,22.2045307,1.40158713,35.232975,2.12928843,12502,1.92,0.0,0.0,0.0,0.0,23.844,401.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
miri2,215.074137,52.971716,,,,,,,,,,,1.151,0.715,,,12505,1.191,1.191,215.0741700801,52.9717128486,0.171242982,0.0924343839,0.0817465186,0.100069009,-0.157128185,1.05557919,-0.96090883,0.79657042,-0.19540301,1.23083746,12505,1.19,0.0,0.0,0.0,0.0,23.844,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
miri2,215.065428,52.965653,,,,,,,,,,,,,2.066,0.594,12507,0.665,0.665,215.0654404849,52.9656576135,0.138467446,0.102745786,0.0902030617,0.109934971,-0.28202498,1.22277963,1.85482633,1.00173187,-0.271952659,1.49876118,12507,0.67,0.0,0.0,7.92698,1.8549,23.844,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
miri1,215.153632,53.026677,,,2.099,0.128,1.478,0.227,1.362,0.335,4.737,0.422,8.271,0.809,8.921,1.08,12509,1.302,1.302,215.1536374481,53.0266846158,2.99325371,0.124473393,2.60320377,0.135304585,0.179287285,1.31544507,1.11477983,1.02580678,0.187345147,1.57128191,12509,1.3,0.0,0.0,0.0,0.0,23.844,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
miri3,214.977647,52.903497,0.263,0.034,0.329,0.024,,,,,,,,,,,12521,4.586,4.586,214.9776811065,52.9034898269,0.74647212,0.108638026,0.519137383,0.114633046,-0.124896772,1.04349244,0.163291693,0.784009516,-0.461312264,1.20867836,12521,4.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
miri1,215.169142,53.038574,,,0.078,0.05,,,,,,,,,1.375,0.711,12526,1.707,1.707,215.1691453734,53.0385700424,0.433815539,0.113425463,0.465579301,0.121210359,0.602324724,1.05155027,-1.08965802,0.888683677,0.322314262,1.25098217,12526,1.71,0.0,0.0,0.0,0.0,23.844,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
miri3,214.981965,52.905134,7.394,0.071,4.879,0.043,,,,,,,,,,,12531,1.611,1.611,214.9820001758,52.9051339187,6.55289841,0.115635045,7.48074627,0.121210359,5.45919752,1.09183955,3.9137671,0.819598734,6.26901197,1.26105452,12531,1.61,0.0,0.0,0.0,0.0,23.844,36.755,72.4937,629.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
miri1,215.161943,53.033746,,,,,,,,,,,,,454.709,337.912,12533,3.09,3.09,215.1619465169,53.0337479735,0.737633765,0.113425463,0.526654303,0.123559393,1.23889542,1.1482445,-0.0826925859,0.902291298,1.32551742,1.37789345,12533,3.09,0.0,0.0,0.0,0.0,23.844,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
miri1,215.153741,53.027907,,,0.048,0.035,,,,,,,,,1.798,0.677,12537,1.811,1.811,215.1537631576,53.0279106267,0.518516362,0.141413569,0.31899935,0.153627068,-0.537861884,1.47257316,1.20793986,1.2571367,-1.24896765,1.83920574,12537,1.81,0.0,0.0,0.0,0.0,23.844,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
miri3,214.99215,52.914136,0.02,0.014,,,,,,,,,,,,,12547,0.869,0.869,214.9921859058,52.9141352164,0.0872786865,0.108638026,0.0902030617,0.114633046,-1.59746993,1.09385395,-0.0596642755,0.904384851,-1.96007347,1.31141603,12547,0.87,0.0,0.0,0.0,0.0,23.844,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
miri2,215.085783,52.980274,,,,,,,,,,,,,0.66,0.581,12552,0.624,0.624,215.0857901452,52.9802753656,0.2415815,0.103482321,0.134364963,0.111814208,1.06766593,1.07975268,-1.2864455,0.865655363,1.20062053,1.28119922,12552,0.62,0.0,0.0,0.0,0.0,23.844,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
miri1,215.156755,53.030217,,,,,0.126,0.065,0.237,0.13,,,,,2.426,0.869,12559,0.617,0.617,215.1567411344,53.0301734613,0.206228122,0.106428437,0.0981897861,0.114633046,0.118853383,1.03140557,-0.621764541,0.782962799,0.179287285,1.19659162,12559,0.62,0.0,0.0,0.0,0.0,23.844,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
miri1,215.153322,53.027102,,,0.126,0.056,0.166,0.12,,,,,,,3.313,0.779,12565,0.23,0.23,215.1533310515,53.0271003196,0.348378211,0.119317695,0.295039147,0.129197076,0.485485822,1.26306903,-0.299368113,0.999638319,0.620454907,1.51689136,12565,0.23,0.0,0.0,0.0,0.0,23.844,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
miri3,214.978995,52.904586,0.087,0.03,0.076,0.02,,,,,,,,,,,12566,1.16,1.16,214.9790303955,52.90459031,0.233847961,0.142886624,0.190272063,0.151747838,0.084607482,1.48868883,0.56942749,1.19119203,-0.0261880327,1.84323454,12566,1.16,0.0,0.0,0.0,0.0,23.844,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
miri2,215.090793,52.981932,,,3.514,0.089,6.715,0.18,22.556,0.243,19.296,0.302,12.882,0.59,22.866,0.925,12580,0.739255,0.704,215.0908072832,52.9819449681,8.25796223,0.111952402,5.6602416,0.121680163,5.23357725,1.13615775,2.26933599,0.870889068,5.73517895,1.3235029,12580,0.7,0.0,0.0,0.0,0.0,23.844,31.054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
miri2,215.067675,52.967704,,,0.035,0.023,0.079,0.065,0.136,0.124,,,,,3.983,0.614,12581,0.98,0.98,215.0677112501,52.9676981682,0.189287946,0.098326616,0.131076306,0.106176518,-1.59746993,1.15025902,0.469987005,0.925319612,-1.97417462,1.37386441,12581,0.98,0.0,0.0,0.0,0.0,23.844,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
miri1,215.153214,53.027944,,,0.059,0.032,0.078,0.073,,,,,,,1.136,0.666,12590,0.821,0.821,215.1532201532,53.027940327,0.324072748,0.136994392,0.0620145984,0.148929,-0.239721224,1.3919946,-0.449052185,1.18700504,-0.0100723207,1.71833777,12590,0.82,0.0,0.0,0.0,0.0,23.844,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
miri2,215.062616,52.964012,,,,,,,,,0.514,0.316,1.265,0.592,2.466,0.707,12605,1.147,1.147,215.0626521401,52.963971974,1.38246489,0.0957487673,0.892634392,0.103357665,0.120867841,1.10795522,-0.266919136,0.883449972,-0.0725207031,1.30940151,12605,1.15,0.0,0.0,0.0,0.0,23.844,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
